Time,Voltage,Readout
5.662441253662109e-07,-0.0001953132450580597,1.0
1.1324882507324219e-06,-0.00021972507238388062,1.0
1.6987323760986328e-06,-0.0001953132450580597,1.0
2.2649765014648438e-06,-0.00014648586511611938,1.0
2.8312206268310547e-06,-0.00014648586511611938,1.0
3.4123659133911133e-06,-0.0003662109375,1.0
3.978610038757324e-06,-0.0007568374276161194,1.0
4.544854164123535e-06,-0.0010986365377902985,1.0
5.111098289489746e-06,-0.0013671927154064178,1.0
5.677342414855957e-06,-0.0013183653354644775,1.0
6.258487701416016e-06,-0.0010986328125,1.0
6.8247318267822266e-06,-0.0007568374276161194,1.0
7.3909759521484375e-06,-0.0005371123552322388,1.0
7.957220077514648e-06,-0.0003662109375,1.0
8.52346420288086e-06,-0.0003417991101741791,1.0
9.08970832824707e-06,-0.00036621466279029846,1.0
9.670853614807129e-06,-0.00048828125,1.0
1.023709774017334e-05,-0.0005371123552322388,1.0
1.080334186553955e-05,-0.0005126968026161194,1.0
1.1369585990905762e-05,-0.0003662109375,1.0
1.1935830116271973e-05,-0.00014648586511611938,1.0
1.2502074241638184e-05,0.0,1.0
1.3083219528198242e-05,4.883110523223877e-05,1.0
1.3649463653564453e-05,4.882737994194031e-05,1.0
1.4215707778930664e-05,0.0,1.0
1.4781951904296875e-05,-4.882737994194031e-05,1.0
1.5348196029663086e-05,-9.765848517417908e-05,1.0
1.5929341316223145e-05,-2.4411827325820923e-05,1.0
1.6495585441589355e-05,9.765475988388062e-05,1.0
1.7061829566955566e-05,0.0003173835575580597,1.0
1.7628073692321777e-05,0.0006347671151161194,1.0
1.8194317817687988e-05,0.0008300803601741791,1.0
1.87605619430542e-05,0.0007812529802322388,1.0
1.9341707229614258e-05,0.0005859397351741791,1.0
1.990795135498047e-05,0.0003417991101741791,1.0
2.047419548034668e-05,0.000244140625,1.0
2.104043960571289e-05,0.0002685561776161194,1.0
2.16066837310791e-05,0.0003662109375,1.0
2.2172927856445312e-05,0.0005126968026161194,1.0
2.275407314300537e-05,0.0006347671151161194,1.0
2.3320317268371582e-05,0.0007568374276161194,1.0
2.3886561393737793e-05,0.0007568411529064178,1.0
2.4452805519104004e-05,0.0006835944950580597,1.0
2.5019049644470215e-05,0.0006103515625,1.0
2.5600194931030273e-05,0.0005615279078483582,1.0
2.6166439056396484e-05,0.0005126968026161194,1.0
2.6732683181762695e-05,0.0005371123552322388,1.0
2.7298927307128906e-05,0.0006347671151161194,1.0
2.7865171432495117e-05,0.0006103515625,1.0
2.8431415557861328e-05,0.0004882849752902985,1.0
2.9012560844421387e-05,0.0003417953848838806,1.0
2.9578804969787598e-05,0.00014648586511611938,1.0
3.014504909515381e-05,-2.4415552616119385e-05,1.0
3.071129322052002e-05,-0.00014648213982582092,1.0
3.127753734588623e-05,-0.00021972879767417908,1.0
3.184378147125244e-05,-0.000244140625,1.0
3.24249267578125e-05,-0.00021972879767417908,1.0
3.299117088317871e-05,-0.0001220703125,1.0
3.355741500854492e-05,-4.882737994194031e-05,1.0
3.412365913391113e-05,9.765475988388062e-05,1.0
3.4689903259277344e-05,0.0001953132450580597,1.0
3.52710485458374e-05,0.00021972879767417908,1.0
3.583729267120361e-05,0.00021972879767417908,1.0
3.6403536796569824e-05,0.0001708976924419403,1.0
3.6969780921936035e-05,9.765475988388062e-05,1.0
3.7536025047302246e-05,9.765848517417908e-05,1.0
3.810226917266846e-05,9.765475988388062e-05,1.0
3.8683414459228516e-05,0.00014648586511611938,1.0
3.9249658584594727e-05,9.765475988388062e-05,1.0
3.981590270996094e-05,4.883110523223877e-05,1.0
4.038214683532715e-05,7.324293255805969e-05,1.0
4.094839096069336e-05,4.882737994194031e-05,1.0
4.152953624725342e-05,2.4415552616119385e-05,1.0
4.209578037261963e-05,-9.765848517417908e-05,1.0
4.266202449798584e-05,-0.000244140625,1.0
4.322826862335205e-05,-0.0003417991101741791,1.0
4.379451274871826e-05,-0.0003662109375,1.0
4.436075687408447e-05,-0.0002685561776161194,1.0
4.494190216064453e-05,-0.00014648586511611938,1.0
4.550814628601074e-05,-2.4411827325820923e-05,1.0
4.607439041137695e-05,4.882737994194031e-05,1.0
4.6640634536743164e-05,0.0001220703125,1.0
4.7206878662109375e-05,0.0001708976924419403,1.0
4.7773122787475586e-05,0.0001953132450580597,1.0
4.8354268074035645e-05,0.0001953132450580597,1.0
4.8920512199401855e-05,0.00014648586511611938,1.0
4.9486756324768066e-05,2.4415552616119385e-05,1.0
5.005300045013428e-05,-0.00012207403779029846,1.0
5.061924457550049e-05,-0.0001708976924419403,1.0
5.120038986206055e-05,-0.0001953132450580597,1.0
5.176663398742676e-05,-0.0001220703125,1.0
5.233287811279297e-05,-0.0001220703125,1.0
5.289912223815918e-05,-9.765475988388062e-05,1.0
5.346536636352539e-05,-7.324293255805969e-05,1.0
5.40316104888916e-05,0.0,1.0
5.461275577545166e-05,9.765475988388062e-05,1.0
5.517899990081787e-05,0.0001953132450580597,1.0
5.574524402618408e-05,0.00021972879767417908,1.0
5.631148815155029e-05,0.0001708976924419403,1.0
5.6877732276916504e-05,9.765475988388062e-05,1.0
5.7443976402282715e-05,-4.882737994194031e-05,1.0
5.8025121688842773e-05,-9.765475988388062e-05,1.0
5.8591365814208984e-05,-7.324293255805969e-05,1.0
5.9157609939575195e-05,0.0,1.0
5.9723854064941406e-05,-2.4415552616119385e-05,1.0
6.029009819030762e-05,-4.882737994194031e-05,1.0
6.0871243476867676e-05,-7.324293255805969e-05,1.0
6.143748760223389e-05,-4.882737994194031e-05,1.0
6.20037317276001e-05,-2.4415552616119385e-05,1.0
6.256997585296631e-05,-4.882737994194031e-05,1.0
6.313621997833252e-05,-9.765475988388062e-05,1.0
6.370246410369873e-05,-0.00017090141773223877,1.0
6.428360939025879e-05,-0.0001708976924419403,1.0
6.4849853515625e-05,-0.0001220703125,1.0
6.541609764099121e-05,-0.00014648586511611938,1.0
6.598234176635742e-05,-0.00014648586511611938,1.0
6.654858589172363e-05,-0.0001220703125,1.0
6.711483001708984e-05,-9.765475988388062e-05,1.0
6.76959753036499e-05,0.0,1.0
6.826221942901611e-05,7.324293255805969e-05,1.0
6.882846355438232e-05,0.0001220703125,1.0
6.939470767974854e-05,0.00014648586511611938,1.0
6.996095180511475e-05,9.765475988388062e-05,1.0
7.05420970916748e-05,4.882737994194031e-05,1.0
7.110834121704102e-05,7.324293255805969e-05,1.0
7.167458534240723e-05,7.324293255805969e-05,1.0
7.224082946777344e-05,9.765475988388062e-05,1.0
