Time,Voltage,Readout
5.688925739377737e-07,-4.882737994194031e-05,0.0
1.1377851478755474e-06,-2.4415552616119385e-05,0.0
1.7066777218133211e-06,-4.882737994194031e-05,0.0
2.275541191920638e-06,-7.324293255805969e-05,0.0
2.844433765858412e-06,-2.4411827325820923e-05,0.0
3.4133263397961855e-06,0.0,0.0
3.982218913733959e-06,4.882737994194031e-05,0.0
4.551111487671733e-06,9.765475988388062e-05,0.0
5.120004061609507e-06,9.765848517417908e-05,0.0
5.68889663554728e-06,7.324293255805969e-05,0.0
6.257789209485054e-06,9.765475988388062e-05,0.0
6.826652679592371e-06,7.324293255805969e-05,0.0
7.395545253530145e-06,7.324293255805969e-05,0.0
7.964437827467918e-06,7.324293255805969e-05,0.0
8.533330401405692e-06,7.324293255805969e-05,0.0
9.102222975343466e-06,9.765475988388062e-05,0.0
9.67111554928124e-06,7.324293255805969e-05,0.0
1.0240008123219013e-05,2.4415552616119385e-05,0.0
1.0808900697156787e-05,-4.882737994194031e-05,0.0
1.1377764167264104e-05,-9.765848517417908e-05,0.0
1.1946656741201878e-05,-7.324293255805969e-05,0.0
1.2515549315139651e-05,-2.4415552616119385e-05,0.0
1.3084441889077425e-05,4.883110523223877e-05,0.0
1.3653334463015199e-05,0.00014648586511611938,0.0
1.4222227036952972e-05,0.00021972507238388062,0.0
1.4791119610890746e-05,0.0001953132450580597,0.0
1.5359983080998063e-05,9.765848517417908e-05,0.0
1.5928875654935837e-05,-9.765848517417908e-05,0.0
1.649776822887361e-05,-0.000244140625,0.0
1.7066660802811384e-05,-0.0003173835575580597,0.0
1.7635553376749158e-05,-0.00029297173023223877,0.0
1.820444595068693e-05,-0.0001953132450580597,0.0
1.8773338524624705e-05,-4.882737994194031e-05,0.0
1.934223109856248e-05,9.765848517417908e-05,0.0
1.9911094568669796e-05,0.00021972507238388062,0.0
2.047998714260757e-05,0.00029297173023223877,0.0
2.1048879716545343e-05,0.000244140625,0.0
2.1617772290483117e-05,0.0001953132450580597,0.0
2.218666486442089e-05,0.0001220703125,0.0
2.2755557438358665e-05,7.324293255805969e-05,0.0
2.3324450012296438e-05,0.0,0.0
2.3893342586234212e-05,-4.882737994194031e-05,0.0
2.446220605634153e-05,-9.765848517417908e-05,0.0
2.5031098630279303e-05,-0.0001220703125,0.0
2.5599991204217076e-05,-0.000244140625,0.0
2.616888377815485e-05,-0.00029297173023223877,0.0
2.6737776352092624e-05,-0.0002685561776161194,0.0
2.7306668926030397e-05,-0.0001953132450580597,0.0
2.787556149996817e-05,-4.882737994194031e-05,0.0
2.8444454073905945e-05,0.0001220703125,0.0
2.9013317544013262e-05,0.00029297173023223877,0.0
2.9582210117951035e-05,0.0004394538700580597,0.0
3.015110269188881e-05,0.00048828125,0.0
3.071999526582658e-05,0.0003906264901161194,0.0
3.128888783976436e-05,0.00024414435029029846,0.0
3.185778041370213e-05,9.765475988388062e-05,0.0
3.2426672987639904e-05,2.4415552616119385e-05,0.0
3.299556556157768e-05,-2.4415552616119385e-05,0.0
3.3564429031684995e-05,-0.0001220703125,0.0
3.413332160562277e-05,-0.0001708976924419403,0.0
