Time,Voltage,Readout
5.68863470107317e-07,0.0,1.0
1.1377851478755474e-06,4.882737994194031e-05,1.0
1.7066486179828644e-06,9.765475988388062e-05,1.0
2.275570295751095e-06,0.0001220703125,1.0
2.844433765858412e-06,0.0,1.0
3.4133554436266422e-06,-0.0001953132450580597,1.0
3.982218913733959e-06,-0.00048828125,1.0
4.551082383841276e-06,-0.0008056648075580597,1.0
5.120004061609507e-06,-0.0011230520904064178,1.0
5.688867531716824e-06,-0.0013183653354644775,1.0
6.257789209485054e-06,-0.0013427771627902985,1.0
6.826652679592371e-06,-0.001318361610174179,1.0
7.3955743573606014e-06,-0.0012207068502902985,1.0
7.964437827467918e-06,-0.001074220985174179,1.0
8.533301297575235e-06,-0.0007568411529064178,1.0
9.102222975343466e-06,-0.0003662109375,1.0
9.671086445450783e-06,4.882737994194031e-05,1.0
1.0240008123219013e-05,0.00043945759534835815,1.0
1.080887159332633e-05,0.000732421875,1.0
1.137779327109456e-05,0.0009277388453483582,1.0
1.1946656741201878e-05,0.001074220985174179,1.0
1.2515520211309195e-05,0.0011230520904064178,1.0
1.3084441889077425e-05,0.001074220985174179,1.0
1.3653305359184742e-05,0.0010009780526161194,1.0
1.4222227036952972e-05,0.0009521506726741791,1.0
1.479109050706029e-05,0.0008789114654064178,1.0
1.536001218482852e-05,0.000732421875,1.0
1.5928875654935837e-05,0.0005859397351741791,1.0
1.6497797332704067e-05,0.0004394538700580597,1.0
1.7066660802811384e-05,0.00031738728284835815,1.0
1.76355242729187e-05,0.000244140625,1.0
1.820444595068693e-05,0.00021972507238388062,1.0
1.877330942079425e-05,0.0001953132450580597,1.0
1.934223109856248e-05,0.00017090141773223877,1.0
1.9911094568669796e-05,9.765475988388062e-05,1.0
2.0480016246438026e-05,7.324293255805969e-05,1.0
2.1048879716545343e-05,4.882737994194031e-05,1.0
2.161774318665266e-05,-4.882737994194031e-05,1.0
2.218666486442089e-05,-9.765848517417908e-05,1.0
2.2755528334528208e-05,-0.0001708976924419403,1.0
2.3324450012296438e-05,-0.0002685561776161194,1.0
2.3893313482403755e-05,-0.0003417953848838806,1.0
2.4462235160171986e-05,-0.0003906264901161194,1.0
2.5031098630279303e-05,-0.00036621466279029846,1.0
2.5600020308047533e-05,-0.0002929680049419403,1.0
2.616888377815485e-05,-0.00021972879767417908,1.0
2.6737747248262167e-05,-0.0001220703125,1.0
2.7306668926030397e-05,-9.765475988388062e-05,1.0
2.7875532396137714e-05,-4.883110523223877e-05,1.0
2.8444454073905945e-05,-7.323920726776123e-05,1.0
2.9013317544013262e-05,-0.0001220703125,1.0
2.9582239221781492e-05,-0.00014648586511611938,1.0
3.015110269188881e-05,-0.00014648586511611938,1.0
