Time,Voltage
0.0,0.046752918511629105
5.681067705154419e-07,0.046826161444187164
1.1380761861801147e-06,0.04680174961686134
1.7061829566955566e-06,0.046728506684303284
2.2761523723602295e-06,0.046728506684303284
2.8442591428756714e-06,0.046728506684303284
3.4123659133911133e-06,0.04667967930436134
3.982335329055786e-06,0.046630848199129105
4.550442099571228e-06,0.046606436371803284
5.120411515235901e-06,0.046606436371803284
5.688518285751343e-06,0.04667967930436134
6.256625056266785e-06,0.046752918511629105
6.8265944719314575e-06,0.046850576996803284
7.394701242446899e-06,0.04692381992936134
7.964670658111572e-06,0.0469970628619194
8.532777428627014e-06,0.04704589024186134
9.102746844291687e-06,0.047143545001745224
9.670853614807129e-06,0.04729003086686134
1.023896038532257e-05,0.047460928559303284
1.0808929800987244e-05,0.04758300259709358
1.1377036571502686e-05,0.04768065735697746
1.1947005987167358e-05,0.0477294847369194
1.25151127576828e-05,0.04775390028953552
1.3085082173347473e-05,0.04770507290959358
1.3653188943862915e-05,0.0476074144244194
1.4221295714378357e-05,0.04741210117936134
1.479126513004303e-05,0.04716796055436134
1.535937190055847e-05,0.04692381992936134
1.5929341316223145e-05,0.04667967930436134
1.6497448086738586e-05,0.046533193439245224
1.706555485725403e-05,0.046508777886629105
1.76355242729187e-05,0.046606436371803284
1.8203631043434143e-05,0.046850576996803284
1.8773600459098816e-05,0.047216787934303284
1.9341707229614258e-05,0.04758300259709358
1.991167664527893e-05,0.04790038615465164
2.0479783415794373e-05,0.0480956993997097
2.1047890186309814e-05,0.04812011122703552
2.1617859601974487e-05,0.04802245646715164
2.218596637248993e-05,0.04790038615465164
2.2755935788154602e-05,0.04780272766947746
2.3324042558670044e-05,0.04775390028953552
2.3894011974334717e-05,0.04775390028953552
2.446211874485016e-05,0.04775390028953552
2.50302255153656e-05,0.0477294847369194
2.5600194931030273e-05,0.04770507290959358
2.6168301701545715e-05,0.04768065735697746
2.6738271117210388e-05,0.04763182997703552
2.730637788772583e-05,0.04753417149186134
2.7874484658241272e-05,0.04741210117936134
2.8444454073905945e-05,0.04731444641947746
2.9012560844421387e-05,0.0472412034869194
2.958253026008606e-05,0.0472412034869194
3.01506370306015e-05,0.04729003086686134
3.0720606446266174e-05,0.0473632737994194
3.1288713216781616e-05,0.0473632737994194
3.185681998729706e-05,0.04731444641947746
3.242678940296173e-05,0.04719237610697746
3.299489617347717e-05,0.047094717621803284
3.3564865589141846e-05,0.04704589024186134
3.413297235965729e-05,0.047094717621803284
3.470107913017273e-05,0.047216787934303284
3.52710485458374e-05,0.04738768935203552
3.5839155316352844e-05,0.04758300259709358
3.640912473201752e-05,0.04775390028953552
3.697723150253296e-05,0.04792479798197746
3.754720091819763e-05,0.04804686829447746
3.8115307688713074e-05,0.0480956993997097
3.8683414459228516e-05,0.0480956993997097
3.925338387489319e-05,0.04804686829447746
3.982149064540863e-05,0.04799804091453552
4.03914600610733e-05,0.04802245646715164
4.0959566831588745e-05,0.0480956993997097
4.152953624725342e-05,0.04819335415959358
4.209764301776886e-05,0.04824218153953552
4.26657497882843e-05,0.04826659709215164
4.3235719203948975e-05,0.04829101264476776
4.3803825974464417e-05,0.04826659709215164
4.437379539012909e-05,0.04819335415959358
4.494190216064453e-05,0.04807128384709358
4.551000893115997e-05,0.04787597060203552
4.6079978346824646e-05,0.04758300259709358
